Product Name,Brand,Price,Rating,Link
Women Sling Bag with Metal Logo Accent,CAPRESE,"₹1,049",No Rating,https://www.ajio.com/caprese-women-sling-bag-with-metal-logo-accent/p/4933853320_multi
Women Shoulder Handbag with Scarf,ELLE,"₹3,999",No Rating,https://www.ajio.com/elle-women-shoulder-handbag-with-scarf/p/467085961_black
Women Shoulder Bag with Detachable Strap,ELLE,"₹2,974",No Rating,https://www.ajio.com/elle-women-shoulder-bag-with-detachable-strap/p/467086266_pink
Women Logo Embossed Shoulder Bag,ELLE,"₹3,824",No Rating,https://www.ajio.com/elle-women-logo-embossed-shoulder-bag/p/467094478_pink
Women Sling Bag with Adjustable Strap,ELLE,"₹3,999",No Rating,https://www.ajio.com/elle-women-sling-bag-with-adjustable-strap/p/467179870_offwhite
Women Colourblock Shoulder Bag with Chain Strap,Berrypeckers,₹570,No Rating,https://www.ajio.com/berrypeckers-women-colourblock-shoulder-bag-with-chain-strap/p/466810829_tan
Tote Bag with Contrast Straps,CAPRESE,"₹2,924",3.7,https://www.ajio.com/caprese-tote-bag-with-contrast-straps/p/469062899_blue
Tote Bag with Dual Handles,CAPRESE,"₹1,485",No Rating,https://www.ajio.com/caprese-tote-bag-with-dual-handles/p/469062867_navy
Women Colourblock Satchel Bag with Detachable Strap,CAPRESE,"₹3,499",No Rating,https://www.ajio.com/caprese-women-colourblock-satchel-bag-with-detachable-strap/p/467337037_brown
Tote Bag with Zipper,CAPRESE,"₹1,840",3.7,https://www.ajio.com/caprese-tote-bag-with-zipper/p/469062854_grey
Quilted Patent Tote Bag with Metal Logo Accent,Berrypeckers,₹660,4,https://www.ajio.com/berrypeckers-quilted-patent-tote-bag-with-metal-logo-accent/p/469134791_duskygreen
Reptilian Pattern Shoulder Bag with Metal Logo,Berrypeckers,₹540,3.5,https://www.ajio.com/berrypeckers-reptilian-pattern-shoulder-bag-with-metal-logo/p/469134799_cream
Tote Bag with Metal Accent,Berrypeckers,₹768,4.2,https://www.ajio.com/berrypeckers-tote-bag-with-metal-accent/p/469134803_cherry
Women Tote Bag with Detachable Strap    ,CAPRESE,"₹3,299",No Rating,https://www.ajio.com/caprese-women-tote-bag-with-detachable-strap--/p/467312519_black
Tote Bag with Dual Handles,CAPRESE,"₹1,610",3.3,https://www.ajio.com/caprese-tote-bag-with-dual-handles/p/469062872_green
Reptilian Pattern Shoulder Bag with Metal Logo,Berrypeckers,₹540,3,https://www.ajio.com/berrypeckers-reptilian-pattern-shoulder-bag-with-metal-logo/p/469134801_peach
Women Typographic Print Tote Bag with Dual Handles,CAPRESE,"₹1,650",No Rating,https://www.ajio.com/caprese-women-typographic-print-tote-bag-with-dual-handles/p/467340921_beige
Women Striped Sling Bag with Adjustable Strap,CAPRESE,"₹1,119",No Rating,https://www.ajio.com/caprese-women-striped-sling-bag-with-adjustable-strap/p/467336986_red
Women Typographic Print Tote Bag with Dual Handles,CAPRESE,"₹1,650",No Rating,https://www.ajio.com/caprese-women-typographic-print-tote-bag-with-dual-handles/p/467340924_pink
Women Shoulder Bag with Handbag,ELLE,"₹4,499",No Rating,https://www.ajio.com/elle-women-shoulder-bag-with-handbag/p/700006048_beige
Women Croc-Embossed Satchel Bag with Detachable Strap,CAPRESE,"₹1,349",No Rating,https://www.ajio.com/caprese-women-croc-embossed-satchel-bag-with-detachable-strap/p/469520377_blue
Women Printed Tote Bag with Detachable Strap,CAPRESE,"₹1,349",No Rating,https://www.ajio.com/caprese-women-printed-tote-bag-with-detachable-strap/p/469520286_olive
Women Tote Bag with Sling Strap,CAPRESE,"₹1,399",No Rating,https://www.ajio.com/caprese-women-tote-bag-with-sling-strap/p/469520283_indigo
Shoulder Bag with Zip Closure,Aisna,₹750,3,https://www.ajio.com/aisna-shoulder-bag-with-zip-closure/p/466551034_green
Women Slingbag with Adjustable Strap,ELLE,"₹3,999",No Rating,https://www.ajio.com/elle-women-slingbag-with-adjustable-strap/p/467177172_beige
Women Printed Tote Bag with Metal Accent,CAPRESE,"₹1,639",No Rating,https://www.ajio.com/caprese-women-printed-tote-bag-with-metal-accent/p/467230225_black
Women Logo Embossed Shoulder Bag,ELLE,"₹2,974",No Rating,https://www.ajio.com/elle-women-logo-embossed-shoulder-bag/p/467094475_black
Shoulder Bag with Zipper Closure,Berrypeckers,₹600,5,https://www.ajio.com/berrypeckers-shoulder-bag-with-zipper-closure/p/469299913_cream
Reptilian Pattern Tote Bag,Berrypeckers,₹675,2.8,https://www.ajio.com/berrypeckers-reptilian-pattern-tote-bag/p/469299867_lightturquoise
Quilted Tote Bag,Berrypeckers,₹770,3.3,https://www.ajio.com/berrypeckers-quilted-tote-bag/p/469385507_cream
Colourblock Tote Bag with Snap-Button Closure,Berrypeckers,₹600,No Rating,https://www.ajio.com/berrypeckers-colourblock-tote-bag-with-snap-button-closure/p/469299893_cherry
Reptilian Pattern Tote Bag,Berrypeckers,₹660,No Rating,https://www.ajio.com/berrypeckers-reptilian-pattern-tote-bag/p/469385489_white
Colourblock Tote Bag with Snap-Button Closure,Berrypeckers,₹600,No Rating,https://www.ajio.com/berrypeckers-colourblock-tote-bag-with-snap-button-closure/p/469299889_duskygreen
Dual Handle Shoulder Bag,Berrypeckers,₹720,No Rating,https://www.ajio.com/berrypeckers-dual-handle-shoulder-bag/p/469385535_black
Embellished Sling Bag,Berrypeckers,₹525,No Rating,https://www.ajio.com/berrypeckers-embellished-sling-bag/p/469455902_blue
Shoulder Bag with Metal Logo Accent,Berrypeckers,₹660,No Rating,https://www.ajio.com/berrypeckers-shoulder-bag-with-metal-logo-accent/p/469455880_gunmetal
Sling Bag with Detachable Strap,Berrypeckers,₹525,No Rating,https://www.ajio.com/berrypeckers-sling-bag-with-detachable-strap/p/469455903_green
Shoulder Handbag with Metal Logo Accent,Berrypeckers,₹630,No Rating,https://www.ajio.com/berrypeckers-shoulder-handbag-with-metal-logo-accent/p/469455906_gunmetal
Women Logo Embossed Shoulder Bag,ELLE,"₹4,999",No Rating,https://www.ajio.com/elle-women-logo-embossed-shoulder-bag/p/466982557_tan
Women Sling Bag with Detachable Strap,ELLE,"₹3,824",No Rating,https://www.ajio.com/elle-women-sling-bag-with-detachable-strap/p/466982313_brown
Women Logo Embossed Tote Bag,ELLE,"₹4,499",No Rating,https://www.ajio.com/elle-women-logo-embossed-tote-bag/p/466982639_offwhite
Women Sling Bag with Detachable Strap,ELLE,"₹4,499",No Rating,https://www.ajio.com/elle-women-sling-bag-with-detachable-strap/p/466982647_white
Women Logo Embossed Shoulder Bag,ELLE,"₹4,999",No Rating,https://www.ajio.com/elle-women-logo-embossed-shoulder-bag/p/466982603_beige
Women Sling Bag with Detachable Strap,ELLE,"₹3,999",No Rating,https://www.ajio.com/elle-women-sling-bag-with-detachable-strap/p/466982511_purple
Floral Print Tote Bag,CAPRESE,"₹2,100",No Rating,https://www.ajio.com/caprese-floral-print-tote-bag/p/469202667_navyblue
Shoulder Bag with Zip,Berrypeckers,₹600,No Rating,https://www.ajio.com/berrypeckers-shoulder-bag-with-zip/p/469299909_rosegold
Tote Bag with Detachable Strap,CAPRESE,"₹2,100",3.5,https://www.ajio.com/caprese-tote-bag-with-detachable-strap/p/469202671_lightblue
Colourblock Tote Bag with Metal Logo Accent,Berrypeckers,₹600,4.1,https://www.ajio.com/berrypeckers-colourblock-tote-bag-with-metal-logo-accent/p/469134797_peach
Women Floral Print Sling Bag with Snap-Button Closure ,CAPRESE,"₹1,393",No Rating,https://www.ajio.com/caprese-women-floral-print-sling-bag-with-snap-button-closure-/p/467337063_purple
Quilted Tote Bag,Berrypeckers,₹689,3.3,https://www.ajio.com/berrypeckers-quilted-tote-bag/p/469385553_silver
Reptilian Pattern Tote Bag,Berrypeckers,₹660,3.5,https://www.ajio.com/berrypeckers-reptilian-pattern-tote-bag/p/469385495_nude
Tote Bag with Snap-Button Closure,Berrypeckers,₹600,4,https://www.ajio.com/berrypeckers-tote-bag-with-snap-button-closure/p/469299901_cherry
Shoulder Bag with Metal Logo Accent,Berrypeckers,₹660,No Rating,https://www.ajio.com/berrypeckers-shoulder-bag-with-metal-logo-accent/p/469455881_white
Checked Shoulder Bag with Metal Accent Logo,Berrypeckers,₹525,No Rating,https://www.ajio.com/berrypeckers-checked-shoulder-bag-with-metal-accent-logo/p/469455877_black
Shoulder Bag with Metal Logo Accent,Berrypeckers,₹720,No Rating,https://www.ajio.com/berrypeckers-shoulder-bag-with-metal-logo-accent/p/469455908_wine
Women Satchel Bag with Detachable Strap,CAPRESE,"₹1,399",2.5,https://www.ajio.com/caprese-women-satchel-bag-with-detachable-strap/p/4933852970_multi
Shoulder Bag with Slip Pocket,CAPRESE,"₹1,645",No Rating,https://www.ajio.com/caprese-shoulder-bag-with-slip-pocket/p/4929003490_multi
Floral-Patterned Tote Bag with Shoulder Straps,CAPRESE,"₹1,215",No Rating,https://www.ajio.com/caprese-floral-patterned-tote-bag-with-shoulder-straps/p/4929004560_multi
Women Dyed Tote Bag with Applique Logo,CAPRESE,"₹1,399",No Rating,https://www.ajio.com/caprese-women-dyed-tote-bag-with-applique-logo/p/4933853780_multi
Women Tote Bag with Snap Button,CAPRESE,"₹3,999",No Rating,https://www.ajio.com/caprese-women-tote-bag-with-snap-button/p/700025106_white
Women Tote Bag with Snap Button,CAPRESE,"₹3,999",No Rating,https://www.ajio.com/caprese-women-tote-bag-with-snap-button/p/700025111_brown
Colourblock Tote Bag with External Pocket,CAPRESE,"₹1,645",No Rating,https://www.ajio.com/caprese-colourblock-tote-bag-with-external-pocket/p/4929003480_multi
Snakeskin Print Sling Bag with Chain Strap,Berrypeckers,₹560,No Rating,https://www.ajio.com/berrypeckers-snakeskin-print-sling-bag-with-chain-strap/p/460934124_grey
Women Sling Bag with Adjustable Strap,ELLE,"₹2,974",No Rating,https://www.ajio.com/elle-women-sling-bag-with-adjustable-strap/p/467179849_offwhite
Women Printed Sling Bag with Snap-Button Closure,CAPRESE,"₹1,393",No Rating,https://www.ajio.com/caprese-women-printed-sling-bag-with-snap-button-closure/p/467336955_pink
Women Striped Tote Bag with Dual Handles,CAPRESE,"₹3,299",No Rating,https://www.ajio.com/caprese-women-striped-tote-bag-with-dual-handles/p/467340963_black
Women Satchel with Detachable Strap ,CAPRESE,"₹2,659",No Rating,https://www.ajio.com/caprese-women-satchel-with-detachable-strap-/p/467301564_orange
Women Satchel with Detachable Strap ,CAPRESE,"₹3,499",No Rating,https://www.ajio.com/caprese-women-satchel-with-detachable-strap-/p/467301393_beige
Women Satchel with Detachable Strap ,CAPRESE,"₹3,499",No Rating,https://www.ajio.com/caprese-women-satchel-with-detachable-strap-/p/467301399_yellow
Women Striped Tote Bag with Zip Closure,CAPRESE,"₹2,999",No Rating,https://www.ajio.com/caprese-women-striped-tote-bag-with-zip-closure/p/467230257_black
Women Embroidered Sling Bag with Metal Accent,CAPRESE,"₹1,311",No Rating,https://www.ajio.com/caprese-women-embroidered-sling-bag-with-metal-accent/p/467230229_green
Women Printed Sling Bag with Metal Accent,CAPRESE,"₹1,393",No Rating,https://www.ajio.com/caprese-women-printed-sling-bag-with-metal-accent/p/467230210_pink
Women Embroidered Sling Bag with Metal Accent,CAPRESE,"₹1,311",No Rating,https://www.ajio.com/caprese-women-embroidered-sling-bag-with-metal-accent/p/467230238_pink
Sling Bag with Flap Closure,Berrypeckers,₹560,3.4,https://www.ajio.com/berrypeckers-sling-bag-with-flap-closure/p/460794068_black
Sling Bag with Stone Embellishments,CAPRESE,"₹1,330",2.7,https://www.ajio.com/caprese-sling-bag-with-stone-embellishments/p/460892101_coral
Snake-Skin Pattern Sling Bag,Berrypeckers,₹540,No Rating,https://www.ajio.com/berrypeckers-snake-skin-pattern-sling-bag/p/460658961_white
Tote Bag with Sling Strap,Berrypeckers,₹577,4.3,https://www.ajio.com/berrypeckers-tote-bag-with-sling-strap/p/460658970_black
Tote Bag with Snap Button,CAPRESE,"₹1,720",No Rating,https://www.ajio.com/caprese-tote-bag-with-snap-button/p/460892071_pink
Reptilian Pattern Tote Bag,Berrypeckers,₹645,3.3,https://www.ajio.com/berrypeckers-reptilian-pattern-tote-bag/p/460667859_pink
Shoulder Bag with Constructed Panels,CAPRESE,"₹1,320",3.7,https://www.ajio.com/caprese-shoulder-bag-with-constructed-panels/p/450125779_salmon
Women Quilted Shoulder Bag with Metal Accent,ELLE,"₹4,999",No Rating,https://www.ajio.com/elle-women-quilted-shoulder-bag-with-metal-accent/p/466977659_white
Shoulder Bag with Zip Closure,Aisna,₹750,3,https://www.ajio.com/aisna-shoulder-bag-with-zip-closure/p/466551034_green
Tote Bag with Zip Closure,CAPRESE,"₹1,575",No Rating,https://www.ajio.com/caprese-tote-bag-with-zip-closure/p/4931996940_multi
Textured Shoulder Bag with Detachable Sling Strap,CAPRESE,"₹1,560",3.5,https://www.ajio.com/caprese-textured-shoulder-bag-with-detachable-sling-strap/p/460538602_navy
Women Printed Tote Bag,CAPRESE,"₹1,079",No Rating,https://www.ajio.com/caprese-women-printed-tote-bag/p/4933853920_multi
Women Logo Embossed Sling Bag with Detachable Strap,ELLE,"₹3,399",No Rating,https://www.ajio.com/elle-women-logo-embossed-sling-bag-with-detachable-strap/p/467151109_black
Women Sling Bag with Adjustable Strap,CAPRESE,₹909,No Rating,https://www.ajio.com/caprese-women-sling-bag-with-adjustable-strap/p/469520303_turquoise
Sling Bag with Fringes,Berrypeckers,₹490,3.3,https://www.ajio.com/berrypeckers-sling-bag-with-fringes/p/469299927_tan
Women Sling Bag with Ruffles,CAPRESE,"₹1,049",No Rating,https://www.ajio.com/caprese-women-sling-bag-with-ruffles/p/469520306_red
Tote Bag with Metal Logo,CAPRESE,"₹1,575",3,https://www.ajio.com/caprese-tote-bag-with-metal-logo/p/469431213_navy
Satchel Bag with Zip Closure,CAPRESE,"₹1,890",No Rating,https://www.ajio.com/caprese-satchel-bag-with-zip-closure/p/469202656_red
Reptilian Pattern Tote Bag,Berrypeckers,₹675,3.3,https://www.ajio.com/berrypeckers-reptilian-pattern-tote-bag/p/469299875_camel
Colourblock Tote Bag with Zip Closure,CAPRESE,"₹1,200",3,https://www.ajio.com/caprese-colourblock-tote-bag-with-zip-closure/p/469278022_orange
Leather Tote Bag with Dual-Handles,CAPRESE,"₹1,760",No Rating,https://www.ajio.com/caprese-leather-tote-bag-with-dual-handles/p/469431206_grey
Croc- Embossed Envelope Sling Bag,Berrypeckers,₹525,No Rating,https://www.ajio.com/berrypeckers-croc-embossed-envelope-sling-bag/p/469455867_green
Women Tropical Print Satchel Bag,CAPRESE,"₹1,151",No Rating,https://www.ajio.com/caprese-women-tropical-print-satchel-bag/p/4933854160_multi
Brand Logo Sling Bag with Flap,CAPRESE,"₹1,400",No Rating,https://www.ajio.com/caprese-brand-logo-sling-bag-with-flap/p/4929002040_multi
Women Tote Bag with Floral Applique,CAPRESE,"₹1,620",No Rating,https://www.ajio.com/caprese-women-tote-bag-with-floral-applique/p/4933853150_multi
Croc-Embossed Tote Bag with Shoulder Straps,CAPRESE,"₹1,435",No Rating,https://www.ajio.com/caprese-croc-embossed-tote-bag-with-shoulder-straps/p/4929004700_multi
Sling Bag with Chain Strap,Berrypeckers,₹525,No Rating,https://www.ajio.com/berrypeckers-sling-bag-with-chain-strap/p/460833817_peach
Women Logo Print Sling Bag,CAPRESE,"₹1,393",No Rating,https://www.ajio.com/caprese-women-logo-print-sling-bag/p/467313727_pink
Women Sling Bag with Metal Accent,CAPRESE,₹959,No Rating,https://www.ajio.com/caprese-women-sling-bag-with-metal-accent/p/467230201_red
Quilted Sling Bag with Metal Chain Strap,Berrypeckers,₹525,1.5,https://www.ajio.com/berrypeckers-quilted-sling-bag-with-metal-chain-strap/p/460667841_cherry
Sling Bag with Chain Strap,Berrypeckers,₹525,3,https://www.ajio.com/berrypeckers-sling-bag-with-chain-strap/p/460833818_seagreen
Heart Print Sling Bag with Detachable Chain Strap,Berrypeckers,₹490,No Rating,https://www.ajio.com/berrypeckers-heart-print-sling-bag-with-detachable-chain-strap/p/460833828_multicolour
Women Logo Embossed Shoulder Bag,ELLE,"₹3,399",No Rating,https://www.ajio.com/elle-women-logo-embossed-shoulder-bag/p/467094462_beige
Women Sling Bag with Detachable Strap,ELLE,"₹3,824",No Rating,https://www.ajio.com/elle-women-sling-bag-with-detachable-strap/p/466982588_blue
Women Shoulder Bag with Metal Logo,ELLE,"₹4,999",No Rating,https://www.ajio.com/elle-women-shoulder-bag-with-metal-logo/p/466982550_brown
Women Sling Bag with Chain,ELLE,"₹3,999",No Rating,https://www.ajio.com/elle-women-sling-bag-with-chain/p/467177256_black
Shoulder Bag with Braids,CAPRESE,"₹1,320",3.2,https://www.ajio.com/caprese-shoulder-bag-with-braids/p/469062892_pink
Round Sling Bag with Rivets,Berrypeckers,₹540,No Rating,https://www.ajio.com/berrypeckers-round-sling-bag-with-rivets/p/469134814_silver
Colourblock Sling Bag with Detachable Chain Strap,Berrypeckers,₹560,4,https://www.ajio.com/berrypeckers-colourblock-sling-bag-with-detachable-chain-strap/p/469134788_cherry
Colourblock Tote Bag,CAPRESE,"₹1,720",3.3,https://www.ajio.com/caprese-colourblock-tote-bag/p/469062887_grey
Colourblock Tote Bag with Zip Closure,CAPRESE,"₹4,499",4,https://www.ajio.com/caprese-colourblock-tote-bag-with-zip-closure/p/469062877_grey
Women Printed Sling Bag with Metal Accent  ,CAPRESE,"₹1,393",No Rating,https://www.ajio.com/caprese-women-printed-sling-bag-with-metal-accent-/p/467336974_brown
Women Printed Sling Bag with Metal Accent  ,CAPRESE,"₹1,393",No Rating,https://www.ajio.com/caprese-women-printed-sling-bag-with-metal-accent-/p/467336961_blue
Shoulder Bag with Braids,CAPRESE,"₹3,999",4.1,https://www.ajio.com/caprese-shoulder-bag-with-braids/p/469062893_brown
Colourblock Tote Bag with Metal Logo Accent,Berrypeckers,₹600,No Rating,https://www.ajio.com/berrypeckers-colourblock-tote-bag-with-metal-logo-accent/p/469134798_tan
Quilted Patent Tote Bag with Metal Logo Accent,Berrypeckers,₹660,3.1,https://www.ajio.com/berrypeckers-quilted-patent-tote-bag-with-metal-logo-accent/p/469134794_cream
Tote Bag with Argyle Stitch Detail,Berrypeckers,₹990,4.8,https://www.ajio.com/berrypeckers-tote-bag-with-argyle-stitch-detail/p/469134792_peach
Colourblock Tote Bag with Embossed Brand,CAPRESE,"₹1,890",No Rating,https://www.ajio.com/caprese-colourblock-tote-bag-with-embossed-brand/p/469202696_maroon
Solid Satchel,CAPRESE,"₹3,499",No Rating,https://www.ajio.com/caprese-solid-satchel/p/467337024_blue
Sling Bag with Metal Logo,Berrypeckers,₹660,No Rating,https://www.ajio.com/berrypeckers-sling-bag-with-metal-logo/p/469385525_silver
Sling Bag with Bow Applique,Berrypeckers,₹560,3.8,https://www.ajio.com/berrypeckers-sling-bag-with-bow-applique/p/469299929_multi
Shoulder Bag with Zip Closure,Aisna,₹750,3,https://www.ajio.com/aisna-shoulder-bag-with-zip-closure/p/466551034_black
Women Sling Bag with Adjustable Strap,ELLE,"₹3,999",No Rating,https://www.ajio.com/elle-women-sling-bag-with-adjustable-strap/p/467179739_black
Sling Bag with Metal Logo,Berrypeckers,₹660,No Rating,https://www.ajio.com/berrypeckers-sling-bag-with-metal-logo/p/469385521_gunmetal
Colourblock Shoulder Bag,CAPRESE,"₹1,760",1.5,https://www.ajio.com/caprese-colourblock-shoulder-bag/p/469278076_purple
Sling Bag with Floral Applique,Berrypeckers,₹560,No Rating,https://www.ajio.com/berrypeckers-sling-bag-with-floral-applique/p/469299939_pink
Quilted Sling Bag with Snap Clouser,Berrypeckers,₹560,No Rating,https://www.ajio.com/berrypeckers-quilted-sling-bag-with-snap-clouser/p/469299919_peach
Women Printed Tote Bag with Zip Closure,CAPRESE,"₹2,999",No Rating,https://www.ajio.com/caprese-women-printed-tote-bag-with-zip-closure/p/700025103_pink
Reptilian Pattern Tote Bag,Berrypeckers,₹660,2,https://www.ajio.com/berrypeckers-reptilian-pattern-tote-bag/p/469385491_khaki
Shoulder Bag with Zipper Closure,Berrypeckers,₹600,No Rating,https://www.ajio.com/berrypeckers-shoulder-bag-with-zipper-closure/p/469299915_lgtgray
Shoulder Bag with Brand Pinmount,Berrypeckers,₹660,No Rating,https://www.ajio.com/berrypeckers-shoulder-bag-with-brand-pinmount/p/469455884_lilac
Women Shoulder Bag with Chain Strap,ELLE,"₹4,499",No Rating,https://www.ajio.com/elle-women-shoulder-bag-with-chain-strap/p/466982364_black
Women Shoulder Bag with Metal Logo,ELLE,"₹4,999",No Rating,https://www.ajio.com/elle-women-shoulder-bag-with-metal-logo/p/466982660_blue
Women Shoulder Bag with Chain Strap,ELLE,"₹4,499",No Rating,https://www.ajio.com/elle-women-shoulder-bag-with-chain-strap/p/466982387_tan
Women Shoulder Bag with Chain Strap,ELLE,"₹3,824",No Rating,https://www.ajio.com/elle-women-shoulder-bag-with-chain-strap/p/466982658_purple
Shoulder Bag with External Zip Pocket,CAPRESE,"₹1,760",2.4,https://www.ajio.com/caprese-shoulder-bag-with-external-zip-pocket/p/469202700_black
Handbag with Metal Accent,CAPRESE,"₹1,890",No Rating,https://www.ajio.com/caprese-handbag-with-metal-accent/p/469202622_coral
Women Sling Bag with Metal Accent,CAPRESE,"₹1,759",No Rating,https://www.ajio.com/caprese-women-sling-bag-with-metal-accent/p/467337003_blue
Women Quilted Tote Bag with Zip Closure ,CAPRESE,"₹3,299",No Rating,https://www.ajio.com/caprese-women-quilted-tote-bag-with-zip-closure-/p/467337048_black
Women Satchel Bag with Metal Accent,CAPRESE,"₹3,299",No Rating,https://www.ajio.com/caprese-women-satchel-bag-with-metal-accent/p/467230256_black
Quilted Shoulder Bag with Detachable Sling Strap,Berrypeckers,₹720,No Rating,https://www.ajio.com/berrypeckers-quilted-shoulder-bag-with-detachable-sling-strap/p/469385483_blue
Tote Bag with Metallic Logo Applique,Berrypeckers,₹690,4,https://www.ajio.com/berrypeckers-tote-bag-with-metallic-logo-applique/p/469299877_cherry
Sling Bag with Metal Logo,Berrypeckers,₹660,No Rating,https://www.ajio.com/berrypeckers-sling-bag-with-metal-logo/p/469385523_rosegold
Women Printed Tote Bag with Zip Closure,CAPRESE,"₹2,999",No Rating,https://www.ajio.com/caprese-women-printed-tote-bag-with-zip-closure/p/700025110_blue
Tote Bag with Metallic Logo Applique,Berrypeckers,₹690,No Rating,https://www.ajio.com/berrypeckers-tote-bag-with-metallic-logo-applique/p/469299879_cream
Shoulder Bag with Pinmount Logo,Berrypeckers,₹660,No Rating,https://www.ajio.com/berrypeckers-shoulder-bag-with-pinmount-logo/p/469455883_nude
Shoulder Bag with Metal Logo Accent,Berrypeckers,₹660,No Rating,https://www.ajio.com/berrypeckers-shoulder-bag-with-metal-logo-accent/p/469455882_cherry
Tote Bag with Brand Pinmount,Berrypeckers,₹660,No Rating,https://www.ajio.com/berrypeckers-tote-bag-with-brand-pinmount/p/469455866_silver
Women Tote Bag with Metal Accent,CAPRESE,"₹1,399",No Rating,https://www.ajio.com/caprese-women-tote-bag-with-metal-accent/p/469520281_red
Brand Logo Sling Bag with Flap,CAPRESE,"₹1,400",No Rating,https://www.ajio.com/caprese-brand-logo-sling-bag-with-flap/p/4929002050_multi
Women Tropical Print Tote Bag,CAPRESE,"₹1,403",No Rating,https://www.ajio.com/caprese-women-tropical-print-tote-bag/p/469520426_orange
Women Quilted Tote Bag with Metal Accent,CAPRESE,"₹3,299",No Rating,https://www.ajio.com/caprese-women-quilted-tote-bag-with-metal-accent/p/467230255_brown
Women Tote Bag with Zip Closure,CAPRESE,"₹3,299",No Rating,https://www.ajio.com/caprese-women-tote-bag-with-zip-closure/p/467301641_black
Women Quilted Tote Bag with Zip Closure ,CAPRESE,"₹3,299",No Rating,https://www.ajio.com/caprese-women-quilted-tote-bag-with-zip-closure-/p/467337041_pink
Women Colourblock Tote Bag with Zip Closure ,CAPRESE,"₹1,639",No Rating,https://www.ajio.com/caprese-women-colourblock-tote-bag-with-zip-closure-/p/467336982_pink
Women Satchel with Detachable Strap ,CAPRESE,"₹3,499",No Rating,https://www.ajio.com/caprese-women-satchel-with-detachable-strap-/p/467301635_pink
Women Tote Bag with Zip Closure,CAPRESE,"₹3,299",No Rating,https://www.ajio.com/caprese-women-tote-bag-with-zip-closure/p/467301401_brown
Women Tote Bag with Detachable Strap    ,CAPRESE,"₹3,299",No Rating,https://www.ajio.com/caprese-women-tote-bag-with-detachable-strap--/p/467312517_yellow
Women Baguette Bag with Metal Accent,CAPRESE,"₹1,759",No Rating,https://www.ajio.com/caprese-women-baguette-bag-with-metal-accent/p/467230239_pink
Women Satchel Bag with Metal Accent,CAPRESE,"₹3,499",No Rating,https://www.ajio.com/caprese-women-satchel-bag-with-metal-accent/p/467230254_beige
Women Embroidered Sling Bag with Metal Accent,CAPRESE,"₹1,311",No Rating,https://www.ajio.com/caprese-women-embroidered-sling-bag-with-metal-accent/p/467230249_brown
Women Satchel Bag with Metal Accent,CAPRESE,"₹3,499",No Rating,https://www.ajio.com/caprese-women-satchel-bag-with-metal-accent/p/467230252_yellow
Polka Dot Sling Bag,ELLE,"₹2,580",No Rating,https://www.ajio.com/elle-polka-dot-sling-bag/p/460832007_multi
Sling Bag with Flap Closure,Berrypeckers,₹560,No Rating,https://www.ajio.com/berrypeckers-sling-bag-with-flap-closure/p/460794072_cherry
Slingbag with Adjustable Strap,Berrypeckers,₹540,No Rating,https://www.ajio.com/berrypeckers-slingbag-with-adjustable-strap/p/460457665_brown
Colourblock Handbag with Detacahable Shoulder Strap,CAPRESE,"₹1,680",3.4,https://www.ajio.com/caprese-colourblock-handbag-with-detacahable-shoulder-strap/p/460512959_blush
Textured Sling Bag,Berrypeckers,₹525,2.3,https://www.ajio.com/berrypeckers-textured-sling-bag/p/460833823_peach
Women Basket-Weave Pattern Shoulder Bag,CAPRESE,"₹1,620",No Rating,https://www.ajio.com/caprese-women-basket-weave-pattern-shoulder-bag/p/460821147_olive
Snakeskin Print Sling Bag with Adjustable Strap,Berrypeckers,₹540,2.9,https://www.ajio.com/berrypeckers-snakeskin-print-sling-bag-with-adjustable-strap/p/460934125_cream
Colourblock Shoulder Bag with Chain Strap,Berrypeckers,₹560,4,https://www.ajio.com/berrypeckers-colourblock-shoulder-bag-with-chain-strap/p/460794080_beige
Panelled Tote Bag,CAPRESE,"₹1,880",1.8,https://www.ajio.com/caprese-panelled-tote-bag/p/469202692_red
Women Animal Printed Tote Bag,CAPRESE,"₹1,119",No Rating,https://www.ajio.com/caprese-women-animal-printed-tote-bag/p/4933853970_multi
Women Animal Print Sling Bag,CAPRESE,₹979,No Rating,https://www.ajio.com/caprese-women-animal-print-sling-bag/p/4933853480_multi
Women Animal Print Slingbag,CAPRESE,₹979,No Rating,https://www.ajio.com/caprese-women-animal-print-slingbag/p/4933853470_multi
Women Printed Tote Bag,CAPRESE,"₹1,399",No Rating,https://www.ajio.com/caprese-women-printed-tote-bag/p/4933853930_multi
Women Printed Sling Bag,CAPRESE,₹809,No Rating,https://www.ajio.com/caprese-women-printed-sling-bag/p/4933853390_multi
Hobo Bag with Detachable Strap,CAPRESE,"₹2,100",No Rating,https://www.ajio.com/caprese-hobo-bag-with-detachable-strap/p/469202625_peach
Women Floral Print Bucket Bag,CAPRESE,₹959,No Rating,https://www.ajio.com/caprese-women-floral-print-bucket-bag/p/469537873_lilac
Sling Bag with Heart Applique,Berrypeckers,₹490,No Rating,https://www.ajio.com/berrypeckers-sling-bag-with-heart-applique/p/469299925_green
Shoulder Bag with Zip Closure,CAPRESE,"₹4,799",No Rating,https://www.ajio.com/caprese-shoulder-bag-with-zip-closure/p/469277995_grey
